"ID","Text ID","Object","Animation","Type","Trigger","Property"
,"Orsanoas/Rodhinbar/1_1_city_cathedral_talk1.4",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Rodhinbar/1_1_city_cathedral_talk1.5","pm",,,,"interact"
,"Orsanoas/Rodhinbar/1_1_city_cathedral_talk1.6","pm",,,,"interact"
,"Orsanoas/Rodhinbar/1_1_city_cathedral_talk1.7",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Rodhinbar/1_1_city_cathedral_talk1.8","pm",,,,"interact"
,,1,"Idle",,,
"Orsanoas/Laguasangte/1_1_city_cathedral_talk1","Orsanoas/Laguasangte/1_1_city_cathedral_talk1.1",,"Talk","char","interact,1","interact,hold"
"Orsanoas/Iri/1_1_city_cathedral_talk1","Orsanoas/Iri/1_1_city_cathedral_talk1.1",,"Talk","char","interact,1","interact,hold"
"Orsanoas/Elmaliern/1_1_city_cathedral_talk1","Orsanoas/Elmaliern/1_1_city_cathedral_talk1.1",,"Talk","char","interact,1","interact,hold"
"Orsanoas/Bauqah/1_1_city_cathedral_talk1","Orsanoas/Bauqah/1_1_city_cathedral_talk1.1",,"Talk","char","interact,1","interact,hold"
"Orsanoas/Yuawies/1_1_city_cathedral_talk1","Orsanoas/Yuawies/1_1_city_cathedral_talk1.1",,"Talk","char","interact,1","interact,hold"
"Orsanoas/Duskuksa/1_1_city_cathedral_talk1","Orsanoas/Duskuksa/1_1_city_cathedral_talk1.1",1,"CityTalk","char","interact,1","interact,hold,repeat after"
,,1,"StopCityTalk",,,
,"Orsanoas/Duskuksa/1_1_city_cathedral_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,"Orsanoas/Duskuksa/1_1_city_cathedral_talk1.3","pm","StopTalk",,,"interact"
,"Orsanoas/Duskuksa/1_1_city_cathedral_talk1.4",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Duskuksa/1_1_city_cathedral_talk1.5","pm",,,,"interact"
,"Orsanoas/Duskuksa/1_1_city_cathedral_talk1.6","pm",,,,"interact"
,,1,"Idle",,,
"Orsanoas/Nayedien/1_1_city_cathedral_talk1","Orsanoas/Nayedien/1_1_city_cathedral_talk1.1",1,"CityTalk","char","interact,1","interact,hold,repeat after"
,,1,"StopCityTalk",,,
,,1,"TalkIdle",,,"repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.2","pm","Talk",,,"interact,hold,repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.3",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.4","pm",,,,"interact"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.5","pm",,,,"interact"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.6",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.7","pm",,,,"interact"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.8",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.9",1,"TalkIdle",,,"interact,repeat after"
,"Orsanoas/Nayedien/1_1_city_cathedral_talk1.10","pm","Surprise",,,"interact,hold,repeat after"
,,"pm","StopSurprise",,,
,,1,"Idle",,,
"Orsanoas/Pasgelo/1_1_city_cathedral_talk1","Orsanoas/Pasgelo/1_1_city_cathedral_talk1.1",,,"char","interact,1","interact,hold"
"Orsanoas/Any/1_1_city_cathedral_talk2","Orsanoas/Any/1_1_city_cathedral_talk2.1",1,"CityTalk","char","interact,1","interact,hold,replayable,repeat after"
,,1,"StopCityTalk",,,
"Monnirl/Orsanoas/1_1_city_cathedral_talk1","Monnirl/Orsanoas/1_1_city_cathedral_talk1.1",,"Talk","char","interact,4","interact,hold"
"Monnirl/Any/1_1_city_cathedral_talk1","Monnirl/Any/1_1_city_cathedral_talk1.1",4,"Talk","char","interact,4","interact,hold,repeat after"
,"Monnirl/Any/1_1_city_cathedral_talk1.2",4,"StopTalk",,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk1.3",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk1.4",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk1.5",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk1.6",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk2.1",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk2yes1",4,,,,"interact,hold"
,,4,"Bless",,,"wait"
,"Monnirl/Any/1_1_city_cathedral_talk2no1",4,,,,"interact"
,"Monnirl/Any/1_1_city_cathedral_talk3.1",4,"Talk","char","interact,4","interact,hold,replayable,repeat after"
,,4,"StopTalk",,,
