"ID","Text ID","Object","Animation","Type","Trigger","Property"
"Vraesier/Bauqah/1_1_city_tavern_talk1","Vraesier/Bauqah/1_1_city_tavern_talk1.1",,"Talk","char","interact,2","interact,hold,angle:-90"
"Vraesier/Yuawies/1_1_city_tavern_talk1","Vraesier/Yuawies/1_1_city_tavern_talk1.1",,"Talk","char","interact,2","interact,hold,angle:-90"
"Vraesier/Duskuksa/1_1_city_tavern_talk1",,2,,"char","interact,2","angle:-90"
,"Vraesier/Duskuksa/1_1_city_tavern_talk1.1","pm","Talk",,,"interact,hold"
,"Vraesier/Duskuksa/1_1_city_tavern_talk1.2",2,"SitTalk",,,"interact,hold"
,"Vraesier/Duskuksa/1_1_city_tavern_talk1.3","pm",,,,"interact"
,"Vraesier/Duskuksa/1_1_city_tavern_talk1.4","pm",,,,"interact"
,"Vraesier/Duskuksa/1_1_city_tavern_talk1.5",2,,,,"interact"
"Vraesier/Pasgelo/1_1_city_tavern_talk1","Vraesier/Pasgelo/1_1_city_tavern_talk1.1",,"Talk","char","interact,2","interact,hold,angle:-90"
"Vraesier/Any/1_1_city_tavern_talk2","Vraesier/Any/1_1_city_tavern_talk2.1",2,"SitTalk","char","interact,2","interact,hold,replayable,angle:-90"
"Nraesier/Vraesier/1_1_city_tavern_talk1",,3,,"char","interact,3","angle:90"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.1","pm","Talk",,,"interact,hold"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.2","pm",,,,"interact"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.3",3,"Talk",,,"interact,hold"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.4",3,"Idle",,,"interact,repeat"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.5",3,"Idle",,,"interact,repeat"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.6",3,"Idle",,,"interact,repeat"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.7",3,"Idle",,,"interact,repeat after"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.8","pm",,,,"interact"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.9","pm",,,,"interact"
,"Nraesier/Vraesier/1_1_city_tavern_talk1.10",3,"Idle",,,"interact,repeat"
"Nraesier/Vraesier/1_1_city_tavern_talk2","Nraesier/Vraesier/1_1_city_tavern_talk2.1",3,"Talk","char","interact,3","interact,hold,angle:90"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.2",3,"Idle",,,"interact,repeat"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.3",3,"Idle",,,"interact,repeat after"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.4","pm","Talk",,,"interact,hold"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.5","pm",,,,"interact"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.6","pm",,,,"interact"
,"Nraesier/Vraesier/1_1_city_tavern_talk2.7",3,,,,"interact"
"Nraesier/Vraesier/1_1_city_tavern_talk3","Nraesier/Vraesier/1_1_city_tavern_talk3.1",3,"Talk","char","interact,3","interact,hold,replayable,angle:90"
"Nraesier/Orsanoas/1_1_city_tavern_talk1",,3,,"char","interact,3","angle:90"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.1","pm","CityTalk",,,"interact,hold"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.2",3,"Talk",,,"interact,hold"
,,3,"Idle",,,"repeat after"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.3","pm",,,,"interact"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.4",3,"Idle",,,"interact,repeat"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.5",3,"Idle",,,"interact,repeat after"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.6","pm",,,,"interact"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.7",3,"Idle",,,"interact,repeat"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.8",3,"Idle",,,"interact,repeat after"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.9","pm",,,,"interact"
,"Nraesier/Orsanoas/1_1_city_tavern_talk1.10",3,"Idle",,,"interact,repeat"
"Nraesier/Orsanoas/1_1_city_tavern_talk2","Nraesier/Orsanoas/1_1_city_tavern_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable,angle:90"
"Nraesier/Nayedien/1_1_city_tavern_talk1","Nraesier/Nayedien/1_1_city_tavern_talk1.1",3,"Talk","char","interact,3","interact,hold,angle:90"
,,3,"Idle",,,"repeat after"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.2","pm","Talk",,,"interact,hold"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.3","pm",,,,"interact"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.4",3,"Idle",,,"interact,repeat"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.5",3,"Idle",,,"interact,repeat after"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.6","pm",,,,"interact"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.7",3,"Idle",,,"interact,repeat"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.8",3,"Idle",,,"interact,repeat after"
,"Nraesier/Nayedien/1_1_city_tavern_talk1.9","pm",,,,"interact"
"Nraesier/Nayedien/1_1_city_tavern_talk2","Nraesier/Nayedien/1_1_city_tavern_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable,angle:90"
"Nraesier/Iri/1_1_city_tavern_talk1","Nraesier/Iri/1_1_city_tavern_talk1.1",3,"Talk","char","interact,3","interact,hold,angle:90"
,"Nraesier/Iri/1_1_city_tavern_talk1.2",3,"Idle",,,"interact,repeat after"
,"Nraesier/Iri/1_1_city_tavern_talk1.3","pm","Talk",,,"interact,hold"
,"Nraesier/Iri/1_1_city_tavern_talk1.4","pm",,,,"interact"
,"Nraesier/Iri/1_1_city_tavern_talk1.5","pm",,,,"interact"
,"Nraesier/Iri/1_1_city_tavern_talk1.6",3,"Idle",,,"interact,repeat after"
,"Nraesier/Iri/1_1_city_tavern_talk1.7","pm",,,,"interact"
,"Nraesier/Iri/1_1_city_tavern_talk1.8","pm",,,,"interact"
"Nraesier/Iri/1_1_city_tavern_talk2","Nraesier/Iri/1_1_city_tavern_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable,angle:90"
"Nraesier/Rodhinbar/1_1_city_tavern_talk1","Nraesier/Rodhinbar/1_1_city_tavern_talk1.1",3,"Talk","char","interact,3","interact,hold,angle:90"
,,3,"Idle",,,"repeat after"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.2","pm","Talk",,,"interact,hold"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.3",3,"Idle",,,"interact,repeat"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.4",3,"Idle",,,"interact,repeat after"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.5","pm",,,,"interact"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.6",3,"Idle",,,"interact,repeat after"
,"Nraesier/Rodhinbar/1_1_city_tavern_talk1.7","pm",,,,"interact"
"Nraesier/Duskuksa/1_1_city_tavern_talk1","Nraesier/Duskuksa/1_1_city_tavern_talk1.1",3,"Talk","char","interact,3","interact,hold,angle:90"
,"Nraesier/Duskuksa/1_1_city_tavern_talk1.2","pm","Talk",,,"interact,hold"
,"Nraesier/Duskuksa/1_1_city_tavern_talk1.3",3,,,,"interact"
,"Nraesier/Duskuksa/1_1_city_tavern_talk1.4","pm",,,,"interact"
"Nraesier/Elmaliern/1_1_city_tavern_talk1","Nraesier/Elmaliern/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Pasgelo/1_1_city_tavern_talk1","Nraesier/Pasgelo/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Laguasangte/1_1_city_tavern_talk1","Nraesier/Laguasangte/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Yuawies/1_1_city_tavern_talk1","Nraesier/Yuawies/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Bauqah/1_1_city_tavern_talk1","Nraesier/Bauqah/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Minara/1_1_city_tavern_talk1","Nraesier/Minara/1_1_city_tavern_talk1.1",,,,,
"Nraesier/Any/1_1_city_tavern_talk2","Nraesier/Any/1_1_city_tavern_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable,angle:90"
"Board/Any/1_1_city_tavern_talk1","Board/Any/1_1_city_tavern_talk1.1",4,,"char","interact,4","interact,hold,angle:-90"
"Barman1/Any/1_1_city_tavern_talk1","Barman1/Any/1_1_city_tavern_talk1.1",7,"Talk","char","interact,7","interact,hold,angle:-90"
,"Barman1/Any/1_1_city_tavern_talk1.2",7,,,,"interact"
,"Barman1/Any/1_1_city_tavern_talk1.3",7,,,,"interact"
,"Barman1/Any/1_1_city_tavern_talk1.4",7,,,,"interact"
"Barman1/Any/1_1_city_tavern_talk2","Barman1/Any/1_1_city_tavern_talk2.1",7,"Talk","char","interact,7","interact,hold,replayable,angle:-90"
