"ID","Text ID","Object","Animation","Type","Trigger","Property"
,"Duskuksa/Vraesier/1_1_city_blacksmith_talk1.5",3,,,,"interact"
,"Duskuksa/Vraesier/1_1_city_blacksmith_talk1.6","pm",,,,"interact"
"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1","Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.2","pm","Talk",,,"interact,hold"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.3",1,"Talk",,,"interact,hold"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.4","pm",,,,"interact"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.5","pm",,,,"interact"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.6",3,,,,"interact"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.7",1,,,,"interact"
,"Duskuksa/Rodhinbar/1_1_city_blacksmith_talk1.8",3,,,,"interact"
"Duskuksa/Iri/1_1_city_blacksmith_talk1","Duskuksa/Iri/1_1_city_blacksmith_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.2","pm","Talk",,,"interact,hold"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.3","pm",,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.4",3,,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.5","pm",,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.6",3,,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.7","pm",,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.8",3,,,,"interact"
,"Duskuksa/Iri/1_1_city_blacksmith_talk1.9",3,,,,"interact"
,"Duskuksa/Orsanoas/1_1_city_blacksmith_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Duskuksa/Orsanoas/1_1_city_blacksmith_talk1.2",,,,,"interact"
,"Duskuksa/Orsanoas/1_1_city_blacksmith_talk1.3",,,,,"interact"
,"Duskuksa/Orsanoas/1_1_city_blacksmith_talk1.4",,,,,"interact"
"Duskuksa/Any/1_1_city_blacksmith_talk2","Duskuksa/Any/1_1_city_blacksmith_talk2.1",3,"Talk","char","interact,3","interact,hold,replayable"
