"ID","Text ID","Object","Animation","Type","Trigger","Property"
,"Nayedien/Vraesier/1_2_city_throne_talk1.5",1,,,,"interact"
,"Nayedien/Vraesier/1_2_city_throne_talk1.6","pm",,,,"interact"
"Nayedien/Orsanoas/1_2_city_throne_talk1","Nayedien/Orsanoas/1_2_city_throne_talk1.1","pm","Talk","char","interact,1","interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Nayedien/Orsanoas/1_2_city_throne_talk1.2",1,"Talk",,,"interact,hold,repeat after"
,,1,"StopTalk",,,
,"Nayedien/Orsanoas/1_2_city_throne_talk1.3","pm",,,,"interact"
,"Nayedien/Orsanoas/1_2_city_throne_talk1.4",1,,,,"interact"
,"Nayedien/Orsanoas/1_2_city_throne_talk1.5",1,,,,"interact"
,"Nayedien/Orsanoas/1_2_city_throne_talk1.6","pm",,,,"interact"
"Nayedien/Minara/1_2_city_throne_talk1","Nayedien/Minara/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Rodhinbar/1_2_city_throne_talk1","Nayedien/Rodhinbar/1_2_city_throne_talk1.1","pm","Talk","char","interact,1","interact,hold,repeat after"
,,"pm","StopTalk",,,
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.2","pm",,,,
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.3",1,"Talk",,,"interact,hold,repeat after"
,,1,"StopTalk",,,
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.4",1,,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.5",1,,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.6","pm",,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.7",1,,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.8",1,,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.9","pm",,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.10",1,,,,"interact"
,"Nayedien/Rodhinbar/1_2_city_throne_talk1.11","pm",,,,"interact"
"Nayedien/Iri/1_2_city_throne_talk1","Nayedien/Iri/1_2_city_throne_talk1.1","pm","Talk","char","interact,1","interact,hold,repeat after"
,"Nayedien/Iri/1_2_city_throne_talk1.2","pm","StopTalk",,,"interact"
,"Nayedien/Iri/1_2_city_throne_talk1.3","pm",,,,"interact"
,"Nayedien/Iri/1_2_city_throne_talk1.4",1,"Talk",,,"interact,hold,repeat after"
,,,"StopTalk",,,"interact"
,"Nayedien/Iri/1_2_city_throne_talk1.5",1,,,,"interact"
,"Nayedien/Iri/1_2_city_throne_talk1.6",1,,,,"interact"
,"Nayedien/Iri/1_2_city_throne_talk1.7","pm",,,,"interact"
"Nayedien/Omshle/1_2_city_throne_talk1","Nayedien/Omshle/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Elmaliern/1_2_city_throne_talk1","Nayedien/Elmaliern/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Bauqah/1_2_city_throne_talk1","Nayedien/Bauqah/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Yuawies/1_2_city_throne_talk1","Nayedien/Yuawies/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Duskuksa/1_2_city_throne_talk1","Nayedien/Duskuksa/1_2_city_throne_talk1.1","pm","Talk","char","interact,1","interact,hold,repeat after"
,"Nayedien/Duskuksa/1_2_city_throne_talk1.2","pm","StopTalk",,,"interact"
,"Nayedien/Duskuksa/1_2_city_throne_talk1.3",1,"Talk",,,"interact,hold,repeat after"
,"Nayedien/Duskuksa/1_2_city_throne_talk1.4",1,"StopTalk",,,"interact"
,"Nayedien/Duskuksa/1_2_city_throne_talk1.5","pm",,,,"interact"
"Nayedien/Laguasangte/1_2_city_throne_talk1","Nayedien/Laguasangte/1_2_city_throne_talk1.1",,,"char","interact,1","interact"
"Nayedien/Any/1_2_city_throne_talk2","Nayedien/Any/1_2_city_throne_talk2.1",1,"Talk","char","interact,1","interact,hold,repeat after,replayable"
,,1,"StopTalk",,,
"Vurus/Any/1_2_city_throne_talk1","Vurus/Any/1_2_city_throne_talk1.1",3,"Talk","char","interact,3","interact,hold,repeat after"
,"Vurus/Any/1_2_city_throne_talk1.2",3,"StopTalk",,,"interact"
,"Vurus/Any/1_2_city_throne_talk1.3",3,,,,"interact"
,"Vurus/Any/1_2_city_throne_talk1.4",3,,,,"interact"
,"Vurus/Any/1_2_city_throne_talk1.5",3,,,,"interact"
,"Vurus/Any/1_2_city_throne_talk1.6",3,,,,"interact"
,"Vurus/Any/1_2_city_throne_talk1.7",3,,,,"interact"
"Vurus/Any/1_2_city_throne_talk2","Vurus/Any/1_2_city_throne_talk2.1",3,"Talk","char","interact,3","select:yesno,replayable,hold,repeat after"
,,3,"StopTalk",,"yes",
,"Vurus/Any/1_2_city_throne_talk2.yes1",3,"Nod",,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes2",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes3",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes4",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes5",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes6",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes7",3,,,"yes","interact"
,"Vurus/Any/1_2_city_throne_talk2.yes8",3,,,"yes","interact,start mission:2"
,,3,"StopTalk",,"no",
,"Vurus/Any/1_2_city_throne_talk2.no1",3,"Nod",,"no","interact"
"Hermanos/Nayedien/1_2_city_throne_talk1","Hermanos/Nayedien/1_2_city_throne_talk1.1",4,"Talk","char","interact,4","interact,hold,repeat after"
,,4,"StopTalk",,,
,"Hermanos/Nayedien/1_2_city_throne_talk1.2",4,,,,"interact"
,"Hermanos/Nayedien/1_2_city_throne_talk1.3","pm","Talk",,,"interact,hold,repeat after"
,"Hermanos/Nayedien/1_2_city_throne_talk1.4","pm","StopTalk",,,"interact"
,"Hermanos/Nayedien/1_2_city_throne_talk1.5",4,,,,"interact"
"Hermanos/Any/1_2_city_throne_talk1","Hermanos/Any/1_2_city_throne_talk1.1",4,"Talk","char","interact,4","interact,hold,replayable,repeat after"
,"Hermanos/Any/1_2_city_throne_talk1.2",4,"StopTalk",,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.3",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.4",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.5",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.6",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.7",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk1.8",4,,,,"interact"
"Hermanos/Any/1_2_city_throne_talk2","Hermanos/Any/1_2_city_throne_talk2.1",4,"Talk","char","interact,4","interact,hold,replayable,repeat after"
,"Hermanos/Any/1_2_city_throne_talk2.2",4,"StopTalk",,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.3",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.4",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.5",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.6",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.7",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.8",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.9",4,,,,"interact"
,"Hermanos/Any/1_2_city_throne_talk2.10",4,,,,"interact"
"Hermanos/Any/1_2_city_throne_talk3","Hermanos/Any/1_2_city_throne_talk3.1",4,"Talk","char","interact,4","interact,hold,replayable,repeat after"
,,4,"StopTalk",,,
