"King/Vraesier/1_1_city_throne_talk1.4","You siblings' goal will be our spy network’s priority.",,
"King/Orsanoas/1_1_city_throne_talk1.1","Well met, mighty Warrior.",,
"King/Orsanoas/1_1_city_throne_talk1.2","It is great delight to know a man of great potential.",,
"King/Orsanoas/1_1_city_throne_talk1.3","You will surely grow even stronger in the days to come.",,
"King/Orsanoas/1_1_city_throne_talk1.4","I SURE HOPE SO, YOUR MAJESTY.",,
"King/Orsanoas/1_1_city_throne_talk1.5","Very good. We expect great things from you.",,
"King/Minara/1_1_city_throne_talk1.1","Greetings exiled one.",,
"King/Minara/1_1_city_throne_talk1.2",,,
"King/Minara/1_1_city_throne_talk1.3",,,
"King/Minara/1_1_city_throne_talk1.4",,,
"King/Rodhinbar/1_1_city_throne_talk1.1","Arhkunihar Tarhandi, your journey here honour us all.",,
"King/Rodhinbar/1_1_city_throne_talk1.2","Tarharadun, Your Grace. It is my honour.",,
"King/Rodhinbar/1_1_city_throne_talk1.3","Although our lands are afar, we will honour our alliance.",,
"King/Rodhinbar/1_1_city_throne_talk1.4","No foes will reach you as long as our kingdom stands.",,
"King/Rodhinbar/1_1_city_throne_talk1.5","Thank you, your Grace. I will also help in what I can.",,
"King/Rodhinbar/1_1_city_throne_talk1.6","As are we. We also hope you will enjoy your stay here.",,
"King/Iri/1_1_city_throne_talk1.1","Well met again, friend. I see you are doing better than ever.",,
"King/Iri/1_1_city_throne_talk1.2","I know that you two are old friends but pray.",,
"King/Iri/1_1_city_throne_talk1.3","Speak formally in a public space.",,
"King/Iri/1_1_city_throne_talk1.4","As you said, Commander.",,
"King/Iri/1_1_city_throne_talk1.5","Seem that you still travel around. Anything new of note?",,
"King/Iri/1_1_city_throne_talk1.6","Well, nothing as vital as this crisis. Let's catch up later.",,
"King/Iri/1_1_city_throne_talk1.7","Verily. We appreciate your arrival and help.",,
"King/Pasgelo/1_1_city_throne_talk1.1",,,
"King/Pasgelo/1_1_city_throne_talk1.2",,,
"King/Pasgelo/1_1_city_throne_talk1.3",,,
"King/Pasgelo/1_1_city_throne_talk1.4",,,
"King/Pasgelo/1_1_city_throne_talk1.5",,,
"King/Pasgelo/1_1_city_throne_talk1.6",,,
"King/Pasgelo/1_1_city_throne_talk1.7",,,
"King/Laguasangte/1_1_city_throne_talk1.1","So who are you?",,
"King/Laguasangte/1_1_city_throne_talk1.2","Hmm, This is the letter I sent to the Sweeper of Szisali.",,
"King/Laguasangte/1_1_city_throne_talk1.3","yes, the blue lizardman.",,
"King/Laguasangte/1_1_city_throne_talk1.4","Court Herald, leave us in private for a moment.",,
"King/Laguasangte/1_1_city_throne_talk1.5","Yes, your majesty.",,
"King/Laguasangte/1_1_city_throne_talk1.6","So I am certain you have an explanation.",,
"King/Laguasangte/1_1_city_throne_talk1.7","i fought the lizard. his skill and strength is good.",,
"King/Laguasangte/1_1_city_throne_talk1.8","i won and then i absorbed him. he became part of me.",,
"King/Laguasangte/1_1_city_throne_talk1.9","his willpower is the strongest of us all. we are driven to join this quest.",,
"King/Laguasangte/1_1_city_throne_talk1.10","So you are intending to join in his stead?",,
"King/Laguasangte/1_1_city_throne_talk1.11","he and all of us will.",,
"King/Laguasangte/1_1_city_throne_talk1.12","I understand. What of your reward, then?",,
"King/Laguasangte/1_1_city_throne_talk1.13","same as before. to done our pledge.",,
"King/Laguasangte/1_1_city_throne_talk1.14","Then may you rise above and beyond mortality.",,
"King/Elmaliern/1_1_city_throne_talk1.1",,,
"King/Elmaliern/1_1_city_throne_talk1.2",,,
"King/Elmaliern/1_1_city_throne_talk1.3",,,
"King/Elmaliern/1_1_city_throne_talk1.4",,,
"King/Bauqah/1_1_city_throne_talk1.1",,,
"King/Bauqah/1_1_city_throne_talk1.2",,,
"King/Bauqah/1_1_city_throne_talk1.3",,,
"King/Bauqah/1_1_city_throne_talk1.4",,,
"King/Bauqah/1_1_city_throne_talk1.5",,,
"King/Yuawies/1_1_city_throne_talk1.1","Your Majesty, I am elated you invite insignificant me.",,
"King/Yuawies/1_1_city_throne_talk1.2","Your offering is just too tempting to resist.",,
"King/Yuawies/1_1_city_throne_talk1.3","Say, do you think we can hold one now?",,
"King/Yuawies/1_1_city_throne_talk1.4","Not yet. We will hold one after your first victory.",,
"King/Yuawies/1_1_city_throne_talk1.5","Aww, well. A good workout makes everything better.",,
"King/Yuawies/1_1_city_throne_talk1.6","That will do. Your rewards will be prepared in due time.",,
"King/Duskuksa/1_1_city_throne_talk1.1","Kadazutn, master dwarf. Your presence is uplifting.",,
"King/Duskuksa/1_1_city_throne_talk1.2","Our respect for your rune art is boundless.",,
"King/Duskuksa/1_1_city_throne_talk1.3","Oh, nay. I am no master yet, your Grace. But thank you.",,
"King/Duskuksa/1_1_city_throne_talk1.4","Still, your wording in the letter piqued my curiosity.",,
"King/Duskuksa/1_1_city_throne_talk1.5","Is it truly? Of what are you able to provide?",,
"King/Duskuksa/1_1_city_throne_talk1.6","Be assured that all the words in the letter are true.",,
"King/Duskuksa/1_1_city_throne_talk1.7","HO, HO. Then I see that I must do my VERY BEST.",,
"King/Duskuksa/1_1_city_throne_talk1.8","Well said.",,
"King/Nayedien/1_1_city_throne_talk1.1","Ah, my Aide. I give you my thanks once more for joining the quest.",,
"King/Nayedien/1_1_city_throne_talk1.2","See that they become true heroes worthy of our hope.",,
"King/Nayedien/1_1_city_throne_talk1.3","You can use weapons in the Hall of Blades as you like.",,
"King/Nayedien/1_1_city_throne_talk1.4","My king, I am grateful for your gifts.",,
"King/Nayedien/1_1_city_throne_talk1.5","I will do any bidding you ask of me to the utmost.",,
"King/Nayedien/1_1_city_throne_talk1.6","I shall see to it that the group will grow beyond all measures.",,
"King/Nayedien/1_1_city_throne_talk1.7","Very good, I am of comfort mind with you in this endeavour.",,
"King/Nayedien/1_1_city_throne_talk1.8","Be their companion in difficult times but reserve a portion of your might.",,
"King/Nayedien/1_1_city_throne_talk1.9","Take this opportune time to be stronger. I look forward to your growth.",,
"King/Nayedien/1_1_city_throne_talk1.10","Yes, my king. As you wish.",,
"King/Any/1_1_city_throne_talk1.1","Prepare for your journey and be ready.",,
"King/Any/1_1_city_throne_talk2.1","When you are ready. Talk to the Commander.",,
"Nayedien/Vraesier/1_1_city_throne_talk1.1","…",,
"Nayedien/Vraesier/1_1_city_throne_talk1.2","…",,
"Nayedien/Vraesier/1_1_city_throne_talk1.3","Do you have any requests of me?",,
"Nayedien/Vraesier/1_1_city_throne_talk1.4","No, nothing yet.",,
"Nayedien/Vraesier/1_1_city_throne_talk1.5","I see.",,
"Nayedien/Vraesier/1_1_city_throne_talk1.6","You are welcome to anytime.",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.1","I FEEL YOUR STRENGTH. WHY HIDE IT?",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.2","Why do you questioning everyone about their strength?",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.3","STRONG ONE CAN HELP MY TRAINING. WILL YOU?",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.4","Well, I am too occupied with all this organising.",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.5","Ask anon when I am more available. I may be of help.",,
"Nayedien/Orsanoas/1_1_city_throne_talk1.6","AGREE.",,
"Nayedien/Minara/1_1_city_throne_talk1.1",,,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.1","Arhkunisai Harsanda .... You are not human, are you?",,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.2","I .... Yes, I am what is commonly called Sun Elf.",,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.3","Forgive my rudeness. I just never met an elf before.",,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.4","I understand you bear no ill will. No offence taken.",,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.5","But do be mindful that others may not take it well.",,
"Nayedien/Rodhinbar/1_1_city_throne_talk1.6","Thank you for your advise. I will be more careful.",,
"Nayedien/Iri/1_1_city_throne_talk1.1","I heard you are an old friend of the king.",,
"Nayedien/Iri/1_1_city_throne_talk1.2","Indeed, I am. Helped each other to survive a troll.",,
"Nayedien/Iri/1_1_city_throne_talk1.3","What about you, hmm?",,
"Nayedien/Iri/1_1_city_throne_talk1.4","Not as long as you, sadly. Only ten winters ago.",,
"Nayedien/Iri/1_1_city_throne_talk1.5","Would you kindly spare time recounting his tale anon?",,
"Nayedien/Iri/1_1_city_throne_talk1.6","Yes, my dear. Whenever our schedules allow it.",,
"Nayedien/Iri/1_1_city_throne_talk1.7","…My gratitude.",,
"Nayedien/Pasgelo/1_1_city_throne_talk1.1","…",,
"Nayedien/Pasgelo/1_1_city_throne_talk1.2",,,
"Nayedien/Pasgelo/1_1_city_throne_talk1.3",,,
"Nayedien/Pasgelo/1_1_city_throne_talk1.4",,,
"Nayedien/Pasgelo/1_1_city_throne_talk1.5",,,
"Nayedien/Pasgelo/1_1_city_throne_talk1.6",,,
"Nayedien/Pasgelo/1_1_city_throne_talk1.7",,,
"Nayedien/Elmaliern/1_1_city_throne_talk1.1",,,
"Nayedien/Bauqah/1_1_city_throne_talk1.1",,,
"Nayedien/Yuawies/1_1_city_throne_talk1.1",,,
"Nayedien/Duskuksa/1_1_city_throne_talk1.1","So, an elf servant to a human king.",,
"Nayedien/Duskuksa/1_1_city_throne_talk1.2","I thought your kind are too conceited for this.",,
"Nayedien/Duskuksa/1_1_city_throne_talk1.3","Mayhap for others. I never believed in such superiority.",,
"Nayedien/Duskuksa/1_1_city_throne_talk1.4","I beheld his character, and I offer boundless admiration.",,
"Nayedien/Duskuksa/1_1_city_throne_talk1.5","I can see there is something in his royal highness.",,
"Nayedien/Duskuksa/1_1_city_throne_talk1.6","Conceivably, one day, I can comprehend in full as well.",,
"Nayedien/Laguasangte/1_1_city_throne_talk1.1",,,
"Nayedien/Any/1_1_city_throne_talk2.1","I suggest you take a rest and prepare for your journey.",,
"Vurus/Nayedien/1_1_city_throne_talk1.1","So you are going as well.",,
"Vurus/Nayedien/1_1_city_throne_talk1.2","Do be careful not to excess yourself.",,
"Vurus/Nayedien/1_1_city_throne_talk1.3","Talk to me again when you are ready to start.",,
"Vurus/Any/1_1_city_throne_talk1.1","Hero, it is a pleasure to meet you.",,
"Vurus/Any/1_1_city_throne_talk1.2","I implore you to take no offence in what I will state.",,
"Vurus/Any/1_1_city_throne_talk1.3","To be direct, you surely have talents waiting to grow -",,
"Vurus/Any/1_1_city_throne_talk1.4","but you still need more experience and grow stronger.",,
"Vurus/Any/1_1_city_throne_talk1.5","For that, although many crises await to be solved -",,
"Vurus/Any/1_1_city_throne_talk1.6","We will assign you the quests proper to your strengths.",,
"Vurus/Any/1_1_city_throne_talk1.7","So, talk to me again when you are ready to start.",,
"Vurus/Any/1_1_city_throne_talk2.1","Are you ready to start your journey?",,
"Vurus/Any/1_1_city_throne_talk2.yes1","Very good. Your first destination is Panac Forest.",,
"Vurus/Any/1_1_city_throne_talk2.yes2","The incursions in the northern region stem from there.",,
"Vurus/Any/1_1_city_throne_talk2.yes3","You will start from the outer forest against rabbitmen.",,
"Vurus/Any/1_1_city_throne_talk2.yes4","They are weak, but their number grows alarmingly fast.",,
"Vurus/Any/1_1_city_throne_talk2.yes5","Deal with the leader and disrupt the expansion.",,
"Vurus/Any/1_1_city_throne_talk2.yes6","We left you the choice of subjugation or elimination.",,
"Vurus/Any/1_1_city_throne_talk2.yes7","Subjugation, you may convert them as followers.",,
"Vurus/Any/1_1_city_throne_talk2.yes8","Elimination, you can take what they hold.",,
"Vurus/Any/1_1_city_throne_talk2.yes9","Your escorts will leave at dawn. For now, rest well.",,
"Vurus/Any/1_1_city_throne_talk2.no1","Take your time to prepare and inform me when ready.",,
"Hermanos/Vraesier/1_1_city_throne_talk1.1","Well, well, a female warrior, eh? Not a common sight at all.",,
"Hermanos/Vraesier/1_1_city_throne_talk1.2","Are you perhaps one of the potential saints?",,
"Hermanos/Vraesier/1_1_city_throne_talk1.3","Silly ol' me, I doubt they want rugged lass like you.",,
"Hermanos/Orsanoas/1_1_city_throne_talk1.1","Salute, big man. Your stature is inspiring in strength.",,
"Hermanos/Orsanoas/1_1_city_throne_talk1.2","Alas, I myself am not blessed with martial potential.",,
"Hermanos/Orsanoas/1_1_city_throne_talk1.3","With one like you in every rank, our army will be invincible!",,
"Hermanos/Orsanoas/1_1_city_throne_talk1.4","But, of course, war is still won by a steadfast noble mind.",,
"Hermanos/Rodhinbar/1_1_city_throne_talk1.1","A lord from another land as our hero? Salutation to you!",,
"Hermanos/Rodhinbar/1_1_city_throne_talk1.2","Where do you hail from, foreign lord?",,
"Hermanos/Rodhinbar/1_1_city_throne_talk1.3","Greetings, I am from Garbarra city-state, Far west from here.",,
"Hermanos/Rodhinbar/1_1_city_throne_talk1.4","As a faraway lord, I am sure you wish to learn of our court.",,
"Hermanos/Rodhinbar/1_1_city_throne_talk1.5","Approach me at any time if you require, I will be of service.",,
"Hermanos/Iri/1_1_city_throne_talk1.1","Good day. This noble me heard you are in the trade of adventuring.",,
"Hermanos/Iri/1_1_city_throne_talk1.2","Correct! I have ventured far and wide across this continent.",,
"Hermanos/Iri/1_1_city_throne_talk1.3","Good, trade of information I am in and a lucrative offer I have.",,
"Hermanos/Iri/1_1_city_throne_talk1.4","A fine exchange will do good for both of us, do you not agree?",,
"Hermanos/Iri/1_1_city_throne_talk1.5","Agree. A local information for foreign ones we will exchange.",,
"Hermanos/Iri/1_1_city_throne_talk1.6","Fantastic, talk to me again anon.",,
"Hermanos/Bauqah/1_1_city_throne_talk1.1",,,
"Hermanos/Yuawies/1_1_city_throne_talk1.1",,,
"Hermanos/Dwarf/1_1_city_throne_talk1.1","Well met, dwarf. Before we go on, know I am not of your kind.",,
"Hermanos/Dwarf/1_1_city_throne_talk1.2","I may be shorter than many, but I am still a high-born human.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.1","Salutation, a memorable day today for land's history.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.2","Heroes come to rescue us from all the crises. Excitement!",,
"Hermanos/Nayedien/1_1_city_throne_talk1.3","I do not witness any truthfulness in your talk.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.4","Should I consider that as subordination to our King?",,
"Hermanos/Nayedien/1_1_city_throne_talk1.5","Oh no! Not at all. I do think that more help is always welcome.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.6","Just that this hero group of ours still need to prove their worth.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.7","Understandable, no one deserves respect they do not earn.",,
"Hermanos/Nayedien/1_1_city_throne_talk1.8","Hear hear! Now, just for you, any court rumour I gather -",,
"Hermanos/Nayedien/1_1_city_throne_talk1.9","you will hear it from me first. I will always be here!",,
"Hermanos/Pasgelo/1_1_city_throne_talk1.1",,,
"Hermanos/Pasgelo/1_1_city_throne_talk1.2",,,
"Hermanos/Pasgelo/1_1_city_throne_talk1.3",,,
"Hermanos/Pasgelo/1_1_city_throne_talk1.4",,,
"Hermanos/Any/1_1_city_throne_talk1.1","To be truthful, we nobles should not waste time with lowborns.",,
"Hermanos/Any/1_1_city_throne_talk1.2","Still, I am in a kind mood, so I will extend my noblesse oblige.",,
"Hermanos/Any/1_1_city_throne_talk1.3","Every time you succeed your mission, I will spare knowledge.",,
"Hermanos/Any/1_1_city_throne_talk1.4","Something you should learn or maybe should not of our land.",,
"Hermanos/Any/1_1_city_throne_talk1.5","Talk to me after you show usefulness and graced with learning.",,
"Hermanos/Any/1_1_city_throne_talk2.1","Nothing new yet. Talk to me after finishing your quest.",,
"Vraesier/Orsanoas/1_1_city_tavern_talk1.1","GOOD DAY, WARRIOR. I NEED YOUR HELP.",,
"Vraesier/Orsanoas/1_1_city_tavern_talk1.2","What?",,
"Vraesier/Orsanoas/1_1_city_tavern_talk1.3","SPARRING WITH ME, LET BECOME STRONGER.",,
"Vraesier/Orsanoas/1_1_city_tavern_talk1.4","Hmm. If my sister agrees, then yes.",,
"Vraesier/Orsanoas/1_1_city_tavern_talk2.1","Talk to my sister.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.1","I have a query, miss, that may be rude to ask.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.2","Ask.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.3","Why were you two sisters involved in banditry?",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.4","Such activities are rather uncommon for the fairer sex.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.5","Hmm, necessity.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.6","I see this land is also rife in iniquity.",,
"Vraesier/Rodhinbar/1_1_city_tavern_talk1.7","I do hope one day, we achieve true peace in this world.",,
"Vraesier/Iri/1_1_city_tavern_talk1.1","Say, say, your right eye. Is it working?",,
"Vraesier/Iri/1_1_city_tavern_talk1.2","Not for me.",,
"Vraesier/Iri/1_1_city_tavern_talk1.3","What do you mean by that?",,
"Vraesier/Iri/1_1_city_tavern_talk1.4","Demon blood. It enrages and hunger on sight.",,
"Vraesier/Iri/1_1_city_tavern_talk1.5","And are you sure it will be safe for us around?",,
"Vraesier/Iri/1_1_city_tavern_talk1.6","For now. It is still in my control. For a time.",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.1","…",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.2","…",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.3","…",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.4","…",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.5","Why are you cleaning your sword in a tavern?",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.6","Why not?",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.7","It makes you intimidating. People get nervous.",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.8","They will get used to it.",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.9","Hopefully so. But you should be more aware of your hero status.",,
"Vraesier/Nayedien/1_1_city_tavern_talk1.10","A hero…",,
"Vraesier/Minara/1_1_city_tavern_talk1.1",,,
"Vraesier/Laguasangte/1_1_city_tavern_talk1.1",,,
"Vraesier/Elmaliern/1_1_city_tavern_talk1.1",,,
"Vraesier/Bauqah/1_1_city_tavern_talk1.1",,,
"Vraesier/Yuawies/1_1_city_tavern_talk1.1",,,
"Vraesier/Duskuksa/1_1_city_tavern_talk1.1","A good warrior always cares for their equipment. Very good!",,
"Vraesier/Duskuksa/1_1_city_tavern_talk1.2","… Thanks.",,
"Vraesier/Duskuksa/1_1_city_tavern_talk1.3","But you should get them repaired soon. Look at the rust and holes.",,
"Vraesier/Duskuksa/1_1_city_tavern_talk1.4","Come to the Golden Forge, and we will get it done for you!",,
"Vraesier/Duskuksa/1_1_city_tavern_talk1.5","… I will later.",,
"Vraesier/Pasgelo/1_1_city_tavern_talk1.1",,,
"Vraesier/Any/1_1_city_tavern_talk2.1","Later.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.1","Sister, do not forget our mission. It would be a disgrace -",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.2","if we fail because you are fordrunken from morn to night.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.3","Well, you should relax some yourself, little sis.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.4","We did not have much chance to feast out in the forest.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.5","Also, that so called great king did promise us with help.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.6","Much easier to find her than before clueless, I am sure.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.7","While you are out on your little journey, I will resume.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.8","You better. I only come here because you pestered me.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.9","I will only stay for this hero stuff if you and they can produce results.",,
"Nraesier/Vraesier/1_1_city_tavern_talk1.10","I hear you loud and clear, my little impatient sister.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.1","By the way, your little conversation with that Aide.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.2","I know you dislike the blue blood, but that one may be a tad different.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.3","It is also a wiser action to create rapport with our benefactors.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.4","Rest assured, sister. There is no real hatred between us.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.5","Something tells me that Aide is of common origin.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.6","We will get along just fine, you will see.",,
"Nraesier/Vraesier/1_1_city_tavern_talk2.7","Is it now? I trust your assessment then.",,
"Nraesier/Vraesier/1_1_city_tavern_talk3.1","Go have some fun, will you?",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.1","I HEARD YOU SISTERS ARE STRONG.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.2","I also heard you are pretty strong yourself, big man.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.3","NOT ENOUGH, CAN YOU BE MY TRAINING HELPERS?",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.4","Hmm, my sister should be of more help in that regard.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.5","She can help in spare time, but not for free, of course.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.6","WHAT IN EXCHANGE IS REQUIRED?",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.7","An experiment and oath of secrecy.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.8","No worry. It will not involve harming you or others.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.9","I CAN AGREE AFTER YOU TELL ME MORE IN DETAIL.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk1.10","Sure thing, let discuss thing out anon.",,
"Nraesier/Orsanoas/1_1_city_tavern_talk2.1","Talk to you again later, big man.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.1","Greeting, take a liking to my sister, eh?",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.2","Absurd of you to think so. Your social conduct I can tolerate.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.3","But your sister, she ought to learn manners and curtail her hostility.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.4","Outstanding opportunity, that is. Please, be her teacher.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.5","Years of wild vagrancy make her rather shy to strangers.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.6","I could try, but why ask this of me? Should you not help her?",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.7","She did not take well with my teaching. Too awkward.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.8","A good friend is what she needs. A wise one like you.",,
"Nraesier/Nayedien/1_1_city_tavern_talk1.9","I will consider it, but no promise.",,
"Nraesier/Nayedien/1_1_city_tavern_talk2.1","I leave my sister to you. My new favourite person.",,
"Nraesier/Iri/1_1_city_tavern_talk1.1","I have an inquiry and potential purchase for you, Traveller.",,
"Nraesier/Iri/1_1_city_tavern_talk1.2","A person I am seeking, and this is the profile.",,
"Nraesier/Iri/1_1_city_tavern_talk1.3","Hmm, I possess no such information at hand at the current time.",,
"Nraesier/Iri/1_1_city_tavern_talk1.4","If you can tell me more, I will expand my search network.",,
"Nraesier/Iri/1_1_city_tavern_talk1.5","But beware that the cost can be high if the leads are too few.",,
"Nraesier/Iri/1_1_city_tavern_talk1.6","Cost is of no matter. The King will fund such an operation.",,
"Nraesier/Iri/1_1_city_tavern_talk1.7","We are in agreement then, my information network will expand soon.",,
"Nraesier/Iri/1_1_city_tavern_talk1.8","No promise of solid leads soon, though, but we will see.",,
"Nraesier/Iri/1_1_city_tavern_talk2.1","Fortune favours those who are brave to risks, yes?",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.1","My lord. You have travelled far to reach this place.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.2","So did you, I see. How fare was your journey.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.3","Not the worst of it. The Empire still agreeably hold itself together.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.4","The prospect does not look so well here in the Kingdom, though.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.5","Aye, seem like it will be our work to better the outlook on that end.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.6","For that, I wish you luck on your quest.",,
"Nraesier/Rodhinbar/1_1_city_tavern_talk1.7","And me to you as well.",,
"Nraesier/Duskuksa/1_1_city_tavern_talk1.1","Hail! Care to join us for a feast, dwarf?",,
"Nraesier/Duskuksa/1_1_city_tavern_talk1.2","Truthfully, I am very eager. But I must reserve for tonight's feast.",,
"Nraesier/Duskuksa/1_1_city_tavern_talk1.3","Ha! Understandable. Maybe next time, then.",,
"Nraesier/Duskuksa/1_1_city_tavern_talk1.4","Consider it a promise. We shall dine until the very next day.",,
"Nraesier/Elmaliern/1_1_city_tavern_talk1.1",,,
"Nraesier/Pasgelo/1_1_city_tavern_talk1.1",,,
"Nraesier/Laguasangte/1_1_city_tavern_talk1.1",,,
"Nraesier/Yuawies/1_1_city_tavern_talk1.1",,,
"Nraesier/Bauqah/1_1_city_tavern_talk1.1",,,
