"ID","Text ID","Object","Animation","Type","Trigger","Property"
,"Kemilsz/Any/1_1_city_artificer_talk1.3",2,,,,"interact"
,"Kemilsz/Any/1_1_city_artificer_talk1.4",2,,,,"interact"
,"Kemilsz/Any/1_1_city_artificer_talk1.5",2,,,,"interact"
"Kemilsz/Any/1_1_city_artificer_talk2","Kemilsz/Any/1_1_city_artificer_talk2.1",2,"Talk","char","interact,2","interact,hold,replayable"
"Minara/Iri/1_1_city_artificer_talk1","Minara/Iri/1_1_city_artificer_talk1.1","pm","Talk","char","interact,3","interact,hold"
,"Minara/Iri/1_1_city_artificer_talk1.2",3,"Talk",,,"interact,hold"
,"Minara/Iri/1_1_city_artificer_talk1.3","pm",,,,"interact"
,"Minara/Iri/1_1_city_artificer_talk1.4",3,,,,"interact"
,"Minara/Iri/1_1_city_artificer_talk1.5","pm",,,,"interact"
"Minara/Vraesier/1_1_city_artificer_talk1","Minara/Vraesier/1_1_city_artificer_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Minara/Vraesier/1_1_city_artificer_talk1.2","pm","Talk",,,"interact,hold"
,"Minara/Vraesier/1_1_city_artificer_talk1.3",3,,,,"interact"
,"Minara/Vraesier/1_1_city_artificer_talk1.4",3,,,,"interact"
,"Minara/Vraesier/1_1_city_artificer_talk1.5","pm","Cross",,,"interact,hold"
,"Minara/Vraesier/1_1_city_artificer_talk1.6",3,,,,"interact"
"Minara/Orsanoas/1_1_city_artificer_talk1","Minara/Orsanoas/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Rodhinbar/1_1_city_artificer_talk1","Minara/Rodhinbar/1_1_city_artificer_talk1.1","pm","Talk","char","interact,3","interact,hold"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.2","pm","Surprise",,,"interact"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.3",3,"Talk",,,"interact,hold"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.4",3,,,,"interact"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.5","pm",,,,"interact"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.6","pm",,,,"interact"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.7","pm",,,,"interact"
,"Minara/Rodhinbar/1_1_city_artificer_talk1.8",3,"Nod",,,"interact"
"Minara/Laguasangte/1_1_city_artificer_talk1","Minara/Laguasangte/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Elmaliern/1_1_city_artificer_talk1","Minara/Elmaliern/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Bauqah/1_1_city_artificer_talk1","Minara/Bauqah/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Yuawies/1_1_city_artificer_talk1","Minara/Yuawies/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Duskuksa/1_1_city_artificer_talk1","Minara/Duskuksa/1_1_city_artificer_talk1.1","pm","Talk","char","interact,3","interact,hold"
,"Minara/Duskuksa/1_1_city_artificer_talk1.2",3,"Talk",,,"interact,hold"
,"Minara/Duskuksa/1_1_city_artificer_talk1.3","pm",,,,"interact"
,"Minara/Duskuksa/1_1_city_artificer_talk1.4",3,,,,"interact"
"Minara/Nayedien/1_1_city_artificer_talk1","Minara/Nayedien/1_1_city_artificer_talk1.1",3,"Talk","char","interact,3","interact,hold"
,"Minara/Nayedien/1_1_city_artificer_talk1.2",3,,,,"interact"
,"Minara/Nayedien/1_1_city_artificer_talk1.3","pm","Talk",,,"interact,hold"
,"Minara/Nayedien/1_1_city_artificer_talk1.4","pm",,,,"interact"
,"Minara/Nayedien/1_1_city_artificer_talk1.5",3,"Nod",,,"interact"
"Minara/Pasgelo/1_1_city_artificer_talk1","Minara/Pasgelo/1_1_city_artificer_talk1.1",,"Talk","char","interact,3","interact,hold"
"Minara/Any/1_1_city_artificer_talk2","Minara/Any/1_1_city_artificer_talk2.1",3,"Talk","char","interact,3","interact,hold,angle:90,replayable"
,"Minara/Any/1_1_city_artificer_talk2.2",1,"Talk",,,"interact,hold,angle:-90"
,"Minara/Any/1_1_city_artificer_talk2.3",3,,,,"interact"
,"Minara/Any/1_1_city_artificer_talk2.4",1,,,,"interact"
