"Object ID","ID","Scene","POS","Ground Y POS","Angle","Start Health","Team","Arrive Condition","Stage Property"
53,"Rabbit_spear",6,"1900,400",1000,90,1,2,"arrive,camera_scene,fly,delay:10.5",
54,"Rabbit_spear",6,"1900,400",1000,90,1,2,"arrive,camera_scene,fly,delay:12",
55,"Rabbit_spear",6,"1900,400",1000,90,1,2,"arrive,camera_scene,fly,delay:15",
56,"Rabbit_spear",6,"10,400",1000,90,1,2,"arrive,camera_scene,fly,delay:15.5",
57,"Rabbit_spear",6,"1900,400",1000,90,1,2,"arrive,camera_scene,fly",
58,"Rabbit_bow",6,"1900,1000",1000,90,1,2,"camera_scene",
59,"Rabbit_bow",6,"1900,1000",1000,90,1,2,"camera_scene",
60,"Rabbit_bow",6,"10,1000",1000,90,1,2,"camera_scene",
61,"Rabbit_bow",6,"10,1000",1000,90,1,2,"camera_scene,delay:5",
62,"Rabbit_sword",6,"1900,1000",1000,90,1,2,"camera_scene",
63,"Rabbit_sling",6,"1900,1000",1000,90,1,2,"camera_scene",
64,"Rabbit_sling",6,"10,1000",1000,90,1,2,"camera_scene,delay:6",
65,"Rabbit_sling",6,"10,1000",1000,90,1,2,"camera_scene",
66,"Rabbit_cav",6,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
67,"Rabbit_cav",6,"10,1000",1000,90,1,2,"camera_scene,delay:5",
68,"Rabbit_cav",6,"1900,1000",1000,90,1,2,"camera_scene,delay:10",
69,"Rabbit_cav",6,"10,1000",1000,90,1,2,"camera_scene,delay:10",
70,"Rabbit_cav",6,"10,1000",1000,90,1,2,"camera_scene,delay:15",
71,"Animal_snail_sword",6,"1900,1000",1000,90,1,2,"camera_scene,delay:5",
72,"Animal_snail_sword",6,"10,1000",1000,90,1,2,"camera_scene,delay:10",
73,"Animal_snail_old",6,"1900,1000",1000,90,1,2,"camera_scene,delay:10",
74,"Animal_snail_old",6,"10,1000",1000,90,1,2,"camera_scene,delay:15",
75,"Rabbit_sword",6,"1900,1000",1000,90,1,2,"camera_scene",
